Year,DATE,C,I,G,IM,EX,Temp,inflation,unemploy,LTGBY,pop_44,pop_64,top10
2011,1/1/2011,10558.2,2206,3155.8,2608.9,2040.4,51.8,1.264822375,9.1,3.39,78605.304,82794.522,44.26
2011,4/1/2011,10673,2297.4,3168.3,2697.2,2116.1,51.8,1.743310892,9.1,3.46,78605.304,82794.522,44.26
2011,7/1/2011,10755,2322.8,3136.9,2723.9,2156.8,51.8,0.408517984,9,3,78605.304,82794.522,44.26
2011,10/1/2011,10809.2,2504.1,3130.8,2751.9,2150.1,51.8,-0.15205577,8.8,2.15,78605.304,82794.522,44.26
2012,1/1/2012,10959.3,2567.8,3144,2792.3,2190,56.6,0.795638656,8.3,1.97,78864.523,82831.83,45.59
2012,4/1/2012,11005.1,2636.9,3130.4,2780.8,2215.6,56.6,0.827531738,8.2,2.05,78864.523,82831.83,45.59
2012,7/1/2012,11059.4,2644.1,3139.1,2750.8,2227.7,56.6,0.219328148,8.2,1.53,78864.523,82831.83,45.59
2012,10/1/2012,11165.7,2638.3,3132.3,2753.4,2237.5,56.6,0.03604047,7.8,1.75,78864.523,82831.83,45.59
2013,1/1/2013,11277.7,2746.4,3123.5,2755.3,2255.9,53.3,0.590329876,8,1.91,79303.672,83028.953,44.9
2013,4/1/2013,11315.7,2780.2,3131.1,2759.8,2261.4,53.3,0.540980612,7.6,1.76,79303.672,83028.953,44.9
2013,7/1/2013,11408.4,2892.4,3135.2,2767.2,2285.1,53.3,0.377979341,7.3,2.58,79303.672,83028.953,44.9
2013,10/1/2013,11551.2,2934.3,3140.5,2783.3,2349.2,53.3,-0.279067646,7.2,2.62,79303.672,83028.953,44.9
2014,1/1/2014,11646,2922.8,3139.1,2853.7,2343.6,55.6,0.76122253,6.6,2.86,79793.943,83315.025,45.58
2014,4/1/2014,11810.5,3059.1,3154.4,2900.6,2395.2,55.6,1.180867814,6.2,2.71,79793.943,83315.025,45.58
2014,7/1/2014,11959.8,3142,3191.7,2888.5,2399.2,55.6,0.114675844,6.2,2.54,79793.943,83315.025,45.58
2014,10/1/2014,12081.6,3172,3189.3,2907,2376.2,55.6,-0.803351757,5.7,2.3,79793.943,83315.025,45.58
2015,1/1/2015,12119.8,3282.3,3187.9,2825.5,2299,56.3,-0.543199002,5.7,1.88,80145.079,83759.351,45.5
2015,4/1/2015,12264.1,3291.1,3234.1,2810,2300.4,56.3,1.205595644,5.4,1.94,80145.079,83759.351,45.5
2015,7/1/2015,12382.5,3303.7,3253.6,2798.8,2260.7,56.3,0.262677374,5.2,2.32,80145.079,83759.351,45.5
2015,10/1/2015,12423.4,3276.9,3258.1,2745.5,2222.3,56.3,-0.449843688,5,2.07,80145.079,83759.351,45.5
2016,1/1/2016,12523.2,3244.3,3270.1,2693.6,2182,56.2,0.064634066,4.8,2.09,80939.404,84095.159,45.36
2016,4/1/2016,12665.1,3246.4,3289.6,2711.3,2221.9,56.2,1.172350557,5.1,1.81,80939.404,84095.159,45.36
2016,7/1/2016,12797.1,3261.6,3315.2,2751.2,2270,56.2,0.332681941,4.8,1.5,80939.404,84095.159,45.36
2016,10/1/2016,12922,3361,3337.2,2799.1,2268.3,56.2,0.222574197,4.9,1.76,80939.404,84095.159,45.36
2017,1/1/2017,13097.3,3363.1,3353.1,2873.1,2339.7,56.1,0.790736963,4.7,2.43,81726.208,84100.751,45.46
2017,4/1/2017,13188.7,3433,3370.4,2903.2,2349.7,56.1,0.543517706,4.4,2.3,81726.208,84100.751,45.46
2017,7/1/2017,13325.1,3500.1,3398.9,2916,2384.5,56.1,0.396615691,4.3,2.32,81726.208,84100.751,45.46
2017,10/1/2017,13551.4,3574.4,3466.1,3034,2479.1,56.1,0.370629636,4.2,2.36,81726.208,84100.751,45.46
2018,1/1/2018,13745.1,3645.6,3513.9,3093.3,2517.3,56.2,0.88611838,4,2.58,82535.509,83790.937,45.81
2018,4/1/2018,13891.3,3662.7,3570.7,3106,2562.2,56.2,1.033075567,4,2.87,82535.509,83790.937,45.81
2018,7/1/2018,14002.2,3788.7,3626.1,3153.7,2535.5,56.2,0.327267568,3.8,2.89,82535.509,83790.937,45.81
2018,10/1/2018,14099.2,3802,3650.8,3171.6,2537.4,56.2,-0.057494736,3.8,3.15,82535.509,83790.937,45.81
2019,1/1/2019,14148,3850.2,3704.5,3142.7,2544.1,53.6,0.335116034,4,2.71,83358.225,83291.548,45.67
2019,4/1/2019,14336.8,3894.9,3768.2,3160.4,2545.4,53.6,1.198513227,3.7,2.53,83358.225,83291.548,45.67
2019,7/1/2019,14517.7,3939.3,3821.5,3116.7,2532.4,53.6,0.274166008,3.7,2.06,83358.225,83291.548,45.67
2019,10/1/2019,14668,3885.2,3865.3,3048.1,2531.9,53.6,0.213017997,3.6,1.71,83358.225,83291.548,45.67
2020,1/1/2020,14473.1,3807.8,3943.7,2934.1,2416.1,55.7,0.419427422,3.6,1.76,83816.009,83788.145,46.49
2020,4/1/2020,13168.9,3254.3,4021.1,2342.5,1811.4,55.7,-0.540035417,14.8,0.66,83816.009,83788.145,46.49
2020,7/1/2020,14456.2,3891.2,3996,2802.3,2106.6,55.7,1.131485375,10.2,0.62,83816.009,83788.145,46.49
2020,10/1/2020,14726.7,4040.2,4018.3,3027.1,2266.4,55.7,0.22995025,6.8,0.79,83816.009,83788.145,46.49
2021,1/1/2021,15217.7,4031.1,4143.9,3175.2,2382.8,56.3,1.0731144,6.4,1.08,84199.949,83138.4,47.85
2021,4/1/2021,15950.9,4013.3,4160.2,3330.2,2498.3,56.3,2.339788694,6.1,1.64,84199.949,83138.4,47.85
2021,7/1/2021,16285.1,4226.6,4201.5,3450.2,2566,56.3,1.600975314,5.4,1.32,84199.949,83138.4,47.85
2021,10/1/2021,16718.2,4594,4266.6,3677.4,2753.1,56.3,1.517761427,4.5,1.58,84199.949,83138.4,47.85
2022,1/1/2022,17030.6,4766.8,4321.4,3927.3,2837.6,55.9,2.283464472,4,1.76,84720.115,82517.082,48.27
2022,4/1/2022,17415.1,4739,4415.7,4069.8,3044.3,55.9,2.973832898,3.7,2.75,84720.115,82517.082,48.27
2022,7/1/2022,17684.2,4724.6,4477.9,3976.5,3084.5,55.9,1.314662146,3.5,2.9,84720.115,82517.082,48.27
2022,10/1/2022,17917,4796.2,4572.4,3891,3013.8,55.9,0.367161275,3.6,3.98,84720.115,82517.082,48.27
2023,1/1/2023,18269.6,4725.8,4643.9,3890.5,3064.8,55.6,1.044906557,3.4,3.53,89933.209,82348.192,
2023,4/1/2023,18419,4780.3,4669.8,3767.9,2961.8,55.6,1.192332172,3.4,3.46,89933.209,82348.192,
2023,7/1/2023,18679.5,4915,4794.8,3810,3030.8,55.6,0.866426547,3.5,3.9,89933.209,82348.192,
2023,10/1/2023,18914.5,4954.4,4871.8,3835.4,3051.7,55.6,0.104507738,3.8,4.8,89933.209,82348.192,
