Year,DATE,C,I,G,IM,EX,Temp,inflation,unemploy,LTGBY,pop_44,pop_64,top10
2009,10/1/2009,0.006599996,0.085424134,0.009281718,0.078317729,0.068225999,52.1,0.201188589,10,3.39,0,0,42.45
2010,1/1/2010,0.009675162,0.019762846,0.004165599,0.042401691,0.033108306,52.7,0.401415054,9.8,3.73,-0.048244221,0.018644673,43.81
2010,4/1/2010,0.010522877,0.054263566,0.010211245,0.041073553,0.033979203,52.7,0.475072152,9.9,3.85,0,0,43.81
2010,7/1/2010,0.009081024,0.040813477,-0.002369069,0.02916649,0.031653569,52.7,0.093250498,9.4,3.01,0,0,43.81
2010,10/1/2010,0.012571839,0.000849542,0.001899756,0.026530109,0.050498056,52.7,0.294916321,9.4,2.54,0,0,43.81
2011,1/1/2011,0.012262351,-0.014474625,-0.002686218,0.045358016,0.034633132,51.8,1.264822375,9.1,3.39,0.004605589,0.012537412,44.26
2011,4/1/2011,0.010873065,0.041432457,0.003960961,0.033845682,0.037100569,51.8,1.743310892,9.1,3.46,0,0,44.26
2011,7/1/2011,0.007682938,0.011055976,-0.009910678,0.009899155,0.019233496,51.8,0.408517984,9,3,0,0,44.26
2011,10/1/2011,0.005039517,0.078052351,-0.001944595,0.010279379,-0.003106454,51.8,-0.15205577,8.8,2.15,0,0,44.26
2012,1/1/2012,0.013886319,0.025438281,0.004216175,0.014680766,0.018557276,56.6,0.795638656,8.3,1.97,0.003297729,0.00045061,45.59
2012,4/1/2012,0.004179099,0.026910195,-0.0043257,-0.004118469,0.011689498,56.6,0.827531738,8.2,2.05,0,0,45.59
2012,7/1/2012,0.004934076,0.002730479,0.002779198,-0.010788262,0.005461275,56.6,0.219328148,8.2,1.53,0,0,45.59
2012,10/1/2012,0.009611733,-0.002193563,-0.002166226,0.00094518,0.004399156,56.6,0.03604047,7.8,1.75,0,0,45.59
2013,1/1/2013,0.010030719,0.040973354,-0.002809437,0.000690056,0.008223464,53.3,0.590329876,8,1.91,0.005568397,0.002379798,44.9
2013,4/1/2013,0.003369481,0.01230702,0.002433168,0.001633216,0.002438051,53.3,0.540980612,7.6,1.76,0,0,44.9
2013,7/1/2013,0.008192158,0.040356809,0.001309444,0.002681354,0.010480233,53.3,0.377979341,7.3,2.58,0,0,44.9
2013,10/1/2013,0.012517093,0.01448624,0.001690482,0.005818156,0.028051289,53.3,-0.279067646,7.2,2.62,0,0,44.9
2014,1/1/2014,0.00820694,-0.003919163,-0.000445789,0.025293716,-0.00238379,55.6,0.76122253,6.6,2.86,0.006182198,0.003445449,45.58
2014,4/1/2014,0.014125021,0.046633365,0.004874008,0.016434804,0.022017409,55.6,1.180867814,6.2,2.71,0,0,45.58
2014,7/1/2014,0.012641294,0.027099474,0.011824753,-0.004171551,0.001670007,55.6,0.114675844,6.2,2.54,0,0,45.58
2014,10/1/2014,0.010184117,0.009548059,-0.00075195,0.006404708,-0.009586529,55.6,-0.803351757,5.7,2.3,0,0,45.58
2015,1/1/2015,0.003161833,0.034773014,-0.000438968,-0.028035776,-0.032488848,56.3,-0.543199002,5.7,1.88,0.004400535,0.005333084,45.5
2015,4/1/2015,0.011906137,0.002681047,0.014492299,-0.005485755,0.00060896,56.3,1.205595644,5.4,1.94,0,0,45.5
2015,7/1/2015,0.009654194,0.003828507,0.006029498,-0.003985765,-0.017257868,56.3,0.262677374,5.2,2.32,0,0,45.5
2015,10/1/2015,0.003303049,-0.008112117,0.001383083,-0.019043876,-0.016985889,56.3,-0.449843688,5,2.07,0,0,45.5
2016,1/1/2016,0.008033228,-0.009948427,0.003683128,-0.018903661,-0.018134365,56.2,0.064634066,4.8,2.09,0.009911089,0.0040092,45.36
2016,4/1/2016,0.01133097,0.000647289,0.00596312,0.006571132,0.018285976,56.2,1.172350557,5.1,1.81,0,0,45.36
2016,7/1/2016,0.010422342,0.004682109,0.007782101,0.014716188,0.021648139,56.2,0.332681941,4.8,1.5,0,0,45.36
2016,10/1/2016,0.009760024,0.03047584,0.0066361,0.017410584,-0.000748899,56.2,0.222574197,4.9,1.76,0,0,45.36
2017,1/1/2017,0.013566011,0.000624814,0.004764473,0.026437069,0.031477318,56.1,0.790736963,4.7,2.43,0.009720902,6.64961E-05,45.46
2017,4/1/2017,0.006978538,0.020784395,0.005159405,0.010476489,0.004274052,56.1,0.543517706,4.4,2.3,0,0,45.46
2017,7/1/2017,0.010342187,0.019545587,0.00845597,0.004408928,0.014810401,56.1,0.396615691,4.3,2.32,0,0,45.46
2017,10/1/2017,0.016982987,0.021227965,0.019771102,0.040466392,0.039672887,56.1,0.370629636,4.2,2.36,0,0,45.46
2018,1/1/2018,0.014293726,0.019919427,0.013790716,0.019545155,0.015408818,56.2,0.88611838,4,2.58,0.009902588,-0.003683843,45.81
2018,4/1/2018,0.010636518,0.004690586,0.016164376,0.004105648,0.017836571,56.2,1.033075567,4,2.87,0,0,45.81
2018,7/1/2018,0.007983414,0.034400852,0.015515165,0.015357373,-0.010420732,56.2,0.327267568,3.8,2.89,0,0,45.81
2018,10/1/2018,0.006927483,0.003510439,0.006811726,0.005675873,0.000749359,56.2,-0.057494736,3.8,3.15,0,0,45.81
2019,1/1/2019,0.003461189,0.012677538,0.014709105,-0.00911212,0.002640498,53.6,0.335116034,4,2.71,0.009968025,-0.005959941,45.67
2019,4/1/2019,0.013344642,0.011609787,0.017195303,0.0056321,0.000510986,53.6,1.198513227,3.7,2.53,0,0,45.67
2019,7/1/2019,0.012617878,0.011399522,0.014144684,-0.013827364,-0.005107252,53.6,0.274166008,3.7,2.06,0,0,45.67
2019,10/1/2019,0.01035288,-0.013733404,0.011461468,-0.02201046,-0.000197441,53.6,0.213017997,3.6,1.71,0,0,45.67
2020,1/1/2020,-0.013287428,-0.019921754,0.020283031,-0.037400348,-0.045736403,55.7,0.419427422,3.6,1.76,0.005491768,0.005962154,46.49
2020,4/1/2020,-0.090112001,-0.145359525,0.019626239,-0.20162912,-0.250279376,55.7,-0.540035417,14.8,0.66,0,0,46.49
2020,7/1/2020,0.097753039,0.195710291,-0.006242073,0.196286019,0.16296787,55.7,1.131485375,10.2,0.62,0,0,46.49
2020,10/1/2020,0.018711695,0.03829153,0.005580581,0.080219819,0.075856831,55.7,0.22995025,6.8,0.79,0,0,46.49
2021,1/1/2021,0.033340803,-0.002252364,0.031256999,0.048924713,0.051358983,56.3,1.0731144,6.4,1.08,0.004580748,-0.007754617,47.85
2021,4/1/2021,0.048180737,-0.004415668,0.003933493,0.048815823,0.048472385,56.3,2.339788694,6.1,1.64,0,0,47.85
2021,7/1/2021,0.020951796,0.053148282,0.009927407,0.036033872,0.027098427,56.3,1.600975314,5.4,1.32,0,0,47.85
2021,10/1/2021,0.026594863,0.086925661,0.015494466,0.065851255,0.072915043,56.3,1.517761427,4.5,1.58,0,0,47.85
2022,1/1/2022,0.018686222,0.037614279,0.012843951,0.067955621,0.030692674,55.9,2.283464472,4,1.76,0.006177747,-0.007473298,48.27
2022,4/1/2022,0.022577008,-0.005832005,0.021821632,0.03628447,0.072843248,55.9,2.973832898,3.7,2.75,0,0,48.27
2022,7/1/2022,0.015452108,-0.003038616,0.014086102,-0.022924959,0.013205006,55.9,1.314662146,3.5,2.9,0,0,48.27
2022,10/1/2022,0.013164294,0.015154722,0.021103642,-0.02150132,-0.022921057,55.9,0.367161275,3.6,3.98,0,0,48.27
2023,1/1/2023,0.019679634,-0.014678287,0.015637302,-0.000128502,0.016922158,55.6,1.044906557,3.4,3.53,0.061533132,-0.002046728,
2023,4/1/2023,0.008177519,0.011532439,0.005577209,-0.031512659,-0.033607413,55.6,1.192332172,3.4,3.46,0,0,
2023,7/1/2023,0.014143005,0.028178148,0.026767742,0.011173333,0.023296644,55.6,0.866426547,3.5,3.9,0,0,
2023,10/1/2023,0.012580637,0.008016277,0.016059064,0.006666667,0.006895869,55.6,0.104507738,3.8,4.8,0,0,
,,,,,,,,,,,,,
